VACLS,RXNORM,NAME,NDC
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,10544056430
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,16571079201
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,16571079250
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,42291039101
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43063045830
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43063045890
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43353056380
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43353086560
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43353086580
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43547042110
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43547042111
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,43547042150
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,49999092430
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,49999092460
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,49999092490
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090110800
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090110801
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090110900
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090110901
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090110902
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090620400
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090620401
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090620402
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50090675200
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50268048011
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,50268048015
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,51079069840
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,51655031126
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,51655031152
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,51655041426
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,51655041430
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,52959020500
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,53002167400
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,53002167403
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,55887042620
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60429020210
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60429020290
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60505020603
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60505020607
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60505269001
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60760006490
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60760051990
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,60760086190
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,61919030830
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,61919030890
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,61919052330
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,61919052390
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,63187005000
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,63187005030
CV400,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,63187005060
